1.0,"2019-08-02 16:19:27.000000","2019-08-02 16:40:54.000000",1.0,4.0,1.0,N,66.0,234.0,2.0,17.5,3.5,0.5,0.0,0.0,0.3,21.8,2.5
2.0,"2019-08-03 23:12:48.000000","2019-08-03 23:29:37.000000",1.0,4.08,1.0,N,66.0,234.0,1.0,15.5,0.5,0.5,2.5,0.0,0.3,21.8,2.5
2.0,"2019-08-04 21:04:01.000000","2019-08-04 21:30:56.000000",2.0,6.18,1.0,N,66.0,234.0,1.0,23.5,0.5,0.5,2.0,0.0,0.3,29.3,2.5
2.0,"2019-08-05 23:32:24.000000","2019-08-05 23:50:46.000000",1.0,6.12,1.0,N,66.0,234.0,1.0,20.5,0.5,0.5,4.86,0.0,0.3,29.16,2.5
1.0,"2019-08-06 14:07:36.000000","2019-08-06 14:34:41.000000",1.0,5.9,1.0,N,66.0,234.0,1.0,22.0,2.5,0.5,5.05,0.0,0.3,30.35,2.5
2.0,"2019-08-07 09:23:17.000000","2019-08-07 09:39:32.000000",1.0,3.47,1.0,N,66.0,234.0,1.0,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
2.0,"2019-08-07 14:23:35.000000","2019-08-07 14:42:13.000000",1.0,4.08,1.0,N,66.0,234.0,1.0,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
2.0,"2019-08-07 18:23:28.000000","2019-08-07 18:49:51.000000",1.0,4.11,1.0,N,66.0,234.0,1.0,19.0,1.0,0.5,3.5,0.0,0.3,28.75,2.5
1.0,"2019-08-07 22:10:12.000000","2019-08-07 22:29:28.000000",2.0,5.5,1.0,N,66.0,234.0,1.0,19.0,3.0,0.5,4.55,0.0,0.3,27.35,2.5
2.0,"2019-08-08 16:17:06.000000","2019-08-08 16:42:38.000000",3.0,5.64,1.0,N,66.0,234.0,1.0,22.0,1.0,0.5,5.26,0.0,0.3,31.56,2.5
2.0,"2019-08-09 09:27:34.000000","2019-08-09 09:46:28.000000",1.0,3.75,1.0,N,66.0,234.0,2.0,15.5,0.0,0.5,0.0,0.0,0.3,18.8,2.5
2.0,"2019-08-09 14:27:36.000000","2019-08-09 14:53:43.000000",1.0,3.87,1.0,N,66.0,234.0,1.0,20.0,0.0,0.5,3.0,0.0,0.3,26.3,2.5
2.0,"2019-08-09 21:09:55.000000","2019-08-09 21:40:59.000000",5.0,7.39,1.0,N,66.0,234.0,1.0,27.0,0.5,0.5,6.16,0.0,0.3,36.96,2.5
1.0,"2019-08-09 22:40:28.000000","2019-08-09 22:58:12.000000",1.0,5.7,1.0,N,66.0,234.0,1.0,20.0,3.0,0.5,4.75,0.0,0.3,28.55,2.5
2.0,"2019-08-10 18:56:33.000000","2019-08-10 19:21:39.000000",3.0,6.09,1.0,N,66.0,234.0,1.0,22.5,0.0,0.5,1.0,0.0,0.3,26.8,2.5
2.0,"2019-08-10 22:57:37.000000","2019-08-10 23:24:44.000000",2.0,6.58,1.0,N,66.0,234.0,1.0,24.5,0.5,0.5,5.66,0.0,0.3,33.96,2.5
1.0,"2019-08-11 07:36:00.000000","2019-08-11 07:47:52.000000",1.0,3.7,1.0,N,66.0,234.0,2.0,13.0,2.5,0.5,0.0,0.0,0.3,16.3,2.5
1.0,"2019-08-11 10:15:29.000000","2019-08-11 10:28:04.000000",1.0,5.3,1.0,N,66.0,234.0,1.0,17.0,2.5,0.5,4.05,0.0,0.3,24.35,2.5
