2.0,"2019-08-03 07:58:00.000000","2019-08-03 08:33:45.000000",1.0,4.77,1.0,N,146.0,234.0,1.0,24.5,0.0,0.5,3.0,0.0,0.3,30.8,2.5
2.0,"2019-08-04 01:30:06.000000","2019-08-04 01:48:21.000000",1.0,4.53,1.0,N,146.0,234.0,1.0,17.0,0.5,0.5,4.16,0.0,0.3,24.96,2.5
2.0,"2019-08-04 04:06:15.000000","2019-08-04 04:18:40.000000",2.0,3.88,1.0,N,146.0,234.0,1.0,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
1.0,"2019-08-05 11:02:10.000000","2019-08-05 11:31:40.000000",1.0,3.9,1.0,N,146.0,234.0,1.0,19.5,2.5,0.5,4.55,0.0,0.3,27.35,2.5
1.0,"2019-08-06 08:59:07.000000","2019-08-06 09:36:51.000000",1.0,4.6,1.0,N,146.0,234.0,1.0,25.0,2.5,0.5,7.05,0.0,0.3,35.35,2.5
2.0,"2019-08-11 12:57:15.000000","2019-08-11 13:09:57.000000",1.0,3.61,1.0,N,146.0,234.0,1.0,13.5,0.0,0.5,1.9,0.0,0.3,18.7,2.5
1.0,"2019-08-13 22:00:34.000000","2019-08-13 22:19:58.000000",1.0,4.7,1.0,N,146.0,234.0,1.0,17.5,3.0,0.5,2.5,0.0,0.3,23.8,2.5
2.0,"2019-08-14 16:50:01.000000","2019-08-14 17:13:30.000000",2.0,3.68,1.0,N,146.0,234.0,2.0,16.5,1.0,0.5,0.0,0.0,0.3,20.8,2.5
2.0,"2019-08-14 22:02:05.000000","2019-08-14 22:18:28.000000",1.0,3.74,1.0,N,146.0,234.0,1.0,14.5,0.5,0.5,4.58,0.0,0.3,22.88,2.5
1.0,"2019-08-15 07:02:57.000000","2019-08-15 07:16:25.000000",1.0,3.8,1.0,N,146.0,234.0,1.0,13.5,2.5,0.5,3.35,0.0,0.3,20.15,2.5
