2.0,"2019-08-01 06:37:26.000000","2019-08-01 06:53:53.000000",2.0,4.08,1.0,N,33.0,234.0,1.0,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
2.0,"2019-08-01 07:57:33.000000","2019-08-01 08:24:33.000000",1.0,4.58,1.0,N,33.0,234.0,1.0,20.0,0.0,0.5,4.66,0.0,0.3,27.96,2.5
2.0,"2019-08-01 13:57:08.000000","2019-08-01 14:26:32.000000",1.0,6.72,1.0,N,33.0,234.0,1.0,25.5,0.0,0.5,7.2,0.0,0.3,36.0,2.5
2.0,"2019-08-01 20:32:30.000000","2019-08-01 21:07:54.000000",3.0,5.2,1.0,N,33.0,234.0,1.0,24.5,0.5,0.5,3.5,0.0,0.3,31.8,2.5
2.0,"2019-08-01 23:01:03.000000","2019-08-01 23:27:28.000000",4.0,7.3,1.0,N,33.0,234.0,1.0,25.0,0.5,0.5,7.2,0.0,0.3,36.0,2.5
2.0,"2019-08-02 07:44:27.000000","2019-08-02 08:02:43.000000",1.0,4.09,1.0,N,33.0,234.0,1.0,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
1.0,"2019-08-02 08:19:25.000000","2019-08-02 08:39:33.000000",1.0,3.8,1.0,N,33.0,234.0,1.0,16.5,2.5,0.5,4.0,0.0,0.3,23.8,2.5
1.0,"2019-08-03 22:05:08.000000","2019-08-03 22:22:38.000000",1.0,3.8,1.0,N,33.0,234.0,1.0,15.5,3.0,0.5,2.9,0.0,0.3,22.2,2.5
2.0,"2019-08-04 13:51:58.000000","2019-08-04 14:08:50.000000",2.0,3.97,1.0,N,33.0,234.0,1.0,15.0,0.0,0.5,5.49,0.0,0.3,23.79,2.5
2.0,"2019-08-04 15:42:41.000000","2019-08-04 16:03:43.000000",1.0,5.69,1.0,N,33.0,234.0,1.0,20.5,0.0,0.5,4.76,0.0,0.3,28.56,2.5
2.0,"2019-08-05 07:09:15.000000","2019-08-05 07:23:09.000000",1.0,4.1,1.0,N,33.0,234.0,1.0,14.5,0.0,0.5,1.78,0.0,0.3,19.58,2.5
2.0,"2019-08-05 08:54:47.000000","2019-08-05 09:16:10.000000",1.0,4.21,1.0,N,33.0,234.0,1.0,17.5,0.0,0.5,5.0,0.0,0.3,25.8,2.5
2.0,"2019-08-05 10:11:32.000000","2019-08-05 10:31:51.000000",1.0,5.98,1.0,N,33.0,234.0,1.0,21.0,0.0,0.5,6.08,0.0,0.3,30.38,2.5
